Darwin;macOS-11.1-x86_64-i386-64bit;1815;36;41;31;28;34;31;35;32;34;33;31;109;31;29;29;29;28;30;28;27;28;29;35;29;34;30;35;29;29;29;32;63;31;37;30;32;43;28;28;29;27;28;28;28;28;29;43;29;29;29;28;28;28;28;29;28;27;27;28;27;27;31;28;27;26;27;28;45;27;27;28;27;28;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;35;28;27;27;42;28;28;33;27;28;28;28;28;28;29;27;27;27;28;27;27;27;28;27;27;27;26;27;27;28;27;26;27;26;26;27;26;26;26;26;26;27;26;26;26;26;26;27;27;26;26;26;26;26;26;27;27;26;26;26;26;26;26;26;25;26;26;25;27;25;26;26;26;26;26;57;26;25;25;25;25;26;25;25;25;26;26;26;27;27;26;28;26;32;33;26;25;25;26;25;26;25;26;25;35;27;25;25;26;25;26;26;26;26;25;26;29;39;30;27;26;25;25;37;28;25;26;55;40;82;27;26;26;26;26;25;25;26;26;25;25;50;28;26;26;26;26;26;26;26;25;25;26;26;26;26;25;25;25;27;26;26;25;25;29;25;25;26;26;25;26;26;26;25;25;26;25;25;26;26;25;25;25;26;58;29;27;26;34;31;26;26;26;31;26;26;26;25;26;26;26;39;25;25;34;26;24;25;25;25;26;25;25;25;25;25;24;25;25;24;25;25;25;25;25;25;25;25;25;25;41;26;31;25;26;24;37;26;25;30;25;25;24;24;25;24;24;25;39;26;25;25;24;42;25;29;25;25;24;25;24;25;25;25;32;26;26;26;26;27;38;27;32;32;26;28;25;26;26;25;29;27;40;41;54;26;25;26;32;26;25;24;25;24;25;24;24;24;25;24;25;25;25;25;34;25;24;24;25;24;25;24;25;24;24;43;29;26;26;25;25;25;25;25;25;25;25;25;25;25;25;25;25;24;25;25;24;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;28;25;25;25;25;25;25;25;25;25;26;24;26;25;31;48;25;28;26;25;25;25;25;25;25;30;27;25;25;25;24;30;26;32;37;25;24;25;24;25;26;41;26;25;25;25;24;24;34;26;25;25;24;25;31;25;25;36;37;28;25;24;25;24;28;25;32;28;31;31;27;26;25;24;25;25;24;25;25;25;25;25;26;25;25;25;25;25;25;25;24;25;25;25;25;25;25;30;26;26;25;25;24;24;24;25;25;25;24;25;24;25;25;25;24;25;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;23;24;24;24;24;24;24;24;24;24;24;24;24;23;23;34;26;25;33;26;81;32;25;24;24;24;24;24;23;24;24;28;25;26;24;24;25;29;25;24;24;23;24;24;23;24;28;29;23;23;24;24;23;24;24;29;24;24;24;24;24;24;28;27;25;24;26;25;97;41;30;47;27;25;25;25;30;25;31;25;25;25;25;24;25;25;24;24;25;24;24;24;24;24;24;24;25;24;24;24;25;25;24;24;24;24;23;24;24;24;24;44;24;24;27;33;25;24;24;24;24;24;24;24;24;24;24;24;24;23;24;27;24;23;24;24;24;24;24;23;23;23;24;23;24;24;24;23;23;23;23;26;24;23;24;23;24;23;23;24;23;23;24;23;23;23;23;23;23;23;24;23;23;24;24;24;30;24;24;24;23;23;23;23;23;27;24;23;23;24;23;23;23;29;30;24;24;24;23;24;24;27;23;24;29;24;24;32;28;25;24;23;23;24;23;33;24;56;26;24;24;24;23;23;23;23;42;28;37;35;24;24;31;25;24;24;24;24;23;24;23;24;23;23;23;24;23;23;23;24;23;23;24;23;24;24;23;23;23;23;24;24;23;24;24;24;24;27;24;23;24;24;24;23;23;24;23;23;23;23;24;23;23;23;23;23;23;23;23;23;23;24;23;23;23;23;23;23;23;23;23;24;23;23;23;23;23;23;23;24;23;23;24;23;23;32;24;23;24;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;24;24;24;23;23;23;23;25;53;25;59;28;26;31;25;24;32;25;23;24;27;24;25;48;29;24;23;23;23;23;24;24;23;24;24;24;23;23;23;23;26;23;23;23;26;63;26;30;27;23;24;29;24;23;23;24;41;26;24;23;24;23;24;24;23;23;23;23;23;23;32;24;
Linux;Linux-5.4.72-v7+-armv7l-with-debian-10.6;3551;2671;2676;2657;2678;2659;2685;2657;2661;2662;2658;2660;2658;2685;2754;2673;2657;2681;2659;2676;2659;3752;3740;3720;3722;3724;2680;2658;2675;2656;2672;2656;2678;2659;2659;2662;2658;2661;2657;2681;2658;2673;2658;2681;2657;2657;2657;2657;2657;2657;2674;2730;2685;2661;2682;2660;2670;2657;2657;2658;2657;2660;2657;2657;2657;2674;2659;2674;2658;2717;2658;2660;2659;2657;2659;2657;2659;2656;2705;2657;2691;2742;2673;2665;2661;2660;2658;2660;2657;2671;2660;2674;2658;2682;2662;2673;2657;2671;2658;2759;2661;2666;2663;2727;2660;2660;2658;2658;2690;2658;2672;2658;2672;2660;2665;2667;2663;2659;2659;2664;2659;2717;2658;2677;2661;2681;2658;2674;2659;2662;2659;2657;2661;2661;2672;2662;2675;2658;2701;2657;2673;2658;2658;2658;2657;2658;2679;2729;2659;2675;2731;2711;2659;2680;2657;2657;2659;2658;2659;2659;2658;2658;2677;2657;2696;2657;2673;2659;2656;2661;2776;2710;2692;2670;2674;2670;2669;2669;2666;2669;2671;2699;2662;2671;2660;2672;2656;2674;2689;2659;2656;2656;2657;2657;2673;2663;2684;2674;2674;2712;2673;2664;2672;2672;2657;2657;2678;2658;2660;2658;2657;2671;2658;2673;2658;2674;2659;2658;2657;4381;2662;2657;2658;2660;2657;2657;2656;2658;2673;2658;2675;2657;2673;2656;2658;2696;2658;2657;2657;2658;2656;2673;2661;2671;2755;2675;2656;2657;2657;2660;2661;2659;2657;2656;2671;2657;2685;2657;2699;2657;2729;2686;2674;2659;2677;2656;2678;2657;2695;2696;2659;2658;2657;2657;2657;2672;2706;2674;2658;2675;2657;2657;2660;2660;2658;2658;2659;2657;2764;2658;2757;2662;2673;2659;2671;2658;2657;2657;2672;2715;2660;2660;2673;2660;2676;2706;2675;2659;2657;2658;2661;2657;2658;2659;2656;2693;3736;3729;3743;3744;3746;2663;2661;2658;2657;2658;2683;2658;2680;2657;2674;2657;2657;2657;2657;2729;2660;2658;2659;2671;2657;2673;2656;2723;2658;2657;2662;2657;2656;2658;2668;2660;2731;2658;2679;2757;2718;2668;2675;2659;2678;2659;2658;2658;2656;2660;2659;2657;2659;2727;2657;2676;2677;2674;2660;2656;2658;2659;2661;2667;2660;2694;2679;2659;2677;2657;2682;2661;2712;2658;2659;2659;2660;2658;2660;2675;2658;2678;2657;2772;2663;2675;2657;2675;2662;2658;2663;2657;2657;2658;2657;2660;2672;2657;2717;2659;2697;2658;2659;2659;2657;2660;2658;2658;2753;2676;2660;2733;2656;2716;2658;2678;2658;2657;2657;2658;2658;2659;2679;2657;2687;2664;2674;2659;2675;2658;2657;2657;2656;2658;2657;2672;2662;2676;2660;2670;2656;2678;2657;2659;2658;2659;2657;2657;2671;2656;2703;2657;2672;2657;2657;2657;2662;2658;2697;2659;2658;2676;2658;2677;2658;2673;2658;2658;2657;2656;2657;2665;2662;2658;2681;2658;2672;2756;2676;2657;2734;2658;2658;2717;2664;2659;2659;2664;2660;2658;2661;2682;2659;2679;2659;2690;2663;2709;2660;2675;2660;2656;2661;2658;2680;2660;2673;2658;2673;2656;2684;2658;2656;2659;2657;2658;2656;2673;2657;2672;2661;2675;2658;2673;2658;2658;2659;2659;2670;2657;2661;2657;2715;2659;2674;2657;2675;2660;2657;2658;2661;2660;2657;2661;2657;2675;2750;2709;2657;2700;2657;2672;2657;2661;2658;2660;2659;2658;2675;2658;2673;2660;2674;2657;2656;2659;2658;2661;2658;2658;2658;2716;2671;2727;2660;2675;2658;2675;2657;2661;2661;2659;2659;2717;2660;2674;2673;2658;2676;2658;2672;2657;2673;2661;2657;2660;2663;2659;2658;2659;2659;2673;2658;2677;2657;2679;2658;2660;2664;2657;2658;2657;2657;2657;2681;2738;2685;2661;2672;2660;2657;2657;2658;2658;2657;2661;2657;2673;2657;2714;2658;2722;2658;2657;2659;2660;2677;2658;2658;2660;2702;2659;2708;2659;2705;2658;2671;2658;2659;2659;2659;2657;2658;2674;2657;2683;2659;2672;2660;2657;2661;2726;2658;2657;2658;2657;2674;2662;2704;2659;2719;2658;2682;2661;2663;2811;2658;2660;2658;2673;2657;2673;2659;2895;2796;2660;2676;2658;2671;2658;2657;2659;2657;2659;2658;2673;2658;2739;2659;2693;2660;2674;2657;2657;2660;2657;2660;2657;2658;2659;2670;2660;2677;2658;2675;2657;2659;2657;2657;2660;2658;2674;2659;2677;2659;2673;2658;2672;2660;2661;2660;2659;2659;2657;2672;2656;2671;2660;2673;2660;2673;2659;2657;2657;2657;2659;2658;2680;2662;2675;2677;2672;2658;2787;2659;2659;2674;2663;2658;2657;2657;2658;2671;2693;2756;2662;2678;2659;2673;2657;2658;2658;2673;2660;2656;2658;2657;2672;2665;2689;2658;2729;2663;2757;2659;2658;3192;2666;2658;2658;2662;2660;2658;2658;2674;2657;2670;2659;2674;2660;2660;2661;2658;2661;2658;2661;2658;2675;2656;2681;2658;2674;2659;2681;2660;2657;2660;2657;2659;2658;2673;2658;2783;2662;2676;2661;2671;2659;2658;2659;2657;2658;2657;2674;2714;2675;2659;2673;2659;2673;2658;2656;2657;2663;2659;2658;2660;2657;2675;2660;2682;2657;2675;2658;2658;2660;2658;2657;2657;2672;2658;2674;2659;2673;2657;2672;2661;2657;2700;2658;2822;2663;2664;2661;2675;2658;2678;2660;2672;2659;2658;2657;2658;2725;2660;2658;2663;2661;2658;2674;2657;2763;2659;2720;2659;2673;2657;2660;2657;2656;2660;2656;2692;2660;2675;2658;2705;2657;2673;2671;2656;2660;2657;2656;2660;2679;2658;2673;2658;2671;2658;2693;2660;2657;2657;2657;2658;2656;2686;2658;2672;2661;2674;2658;2672;2664;2658;2659;2656;2658;2665;2674;2659;2675;2658;2671;2657;2671;2657;2659;2658;2657;2683;2661;2659;2657;2673;2657;2771;2662;2738;2684;2678;2657;2751;2757;2714;2731;2659;2660;2660;2667;2659;2677;2668;2707;2659;2677;2658;2680;2657;2657;2658;2720;2667;
Linux;Linux-5.4.79-v7l+-armv7l-with-debian-10.6;3807;2849;2833;2829;2862;2829;1134;1133;1131;1132;1144;1131;1130;1130;1131;1143;1130;1130;1130;1130;1144;1130;1130;1130;1131;1144;1131;1130;1130;1130;1144;1130;1130;1130;1130;1151;1130;1131;1130;1131;1144;1130;1131;1131;1130;1143;1130;1130;1130;1130;1145;1130;1129;1130;1130;1143;1130;1131;1130;1129;1143;1130;1130;1130;1130;1132;1130;1131;1131;1130;1131;1130;1130;1130;1130;1131;1130;1130;1130;1130;1131;1129;1130;1129;1130;1131;1129;1131;1130;1130;1130;1130;1130;1130;1131;1130;1129;1130;1130;1166;1133;1131;1132;1130;1131;1131;1131;1131;1129;1130;1131;1130;1130;1143;1130;1131;1129;1129;1142;1130;1133;1131;1131;1149;1130;1132;1130;1131;1146;1130;1130;1130;1130;1143;1130;1131;1130;1129;1142;1129;1130;1129;1130;1142;1129;1131;1130;1130;1143;1130;1130;1130;1129;1143;1129;1130;1130;1131;1144;1131;1130;1131;1130;1145;1130;1131;1129;1130;1143;1129;1131;1130;1130;1142;1130;1130;1130;1130;1142;1130;1130;1130;1130;1143;1129;1131;1130;1130;1143;1129;1130;1129;1130;1143;1130;1130;1130;1129;1144;1162;1134;1130;1130;1132;1129;1130;1130;1130;1132;1130;1131;1130;1130;1131;1130;1130;1129;1131;1130;1129;1130;1129;1130;1130;1129;1130;1129;1131;1130;1129;1131;1129;1129;1130;1130;1131;1129;1130;1130;1129;1130;1130;1130;1130;1129;1130;1129;1129;1131;1129;1130;1130;1130;1130;1130;1130;1129;1130;1130;1129;1130;1130;1130;1131;1129;1129;1132;1129;1129;1130;1130;1129;1130;1130;1129;1130;1129;1129;1130;1129;1130;1129;1129;1130;1129;1129;1129;1129;1130;1129;1130;1129;1129;1133;1129;1131;1129;1130;1130;1156;1132;1144;1130;1131;1130;1130;1144;1130;1130;1129;1130;1143;1131;1130;1130;1130;1143;1129;1130;1130;1129;1143;1130;1130;1129;1129;1142;1129;1130;1129;1129;1142;1129;1131;1129;1129;1142;1130;1130;1129;1130;1143;1130;1130;1129;1132;1144;1129;1130;1129;1129;1145;1129;1131;1129;1129;1142;1129;1130;1129;1131;1146;1131;1130;1130;1130;1145;1129;1130;1129;1130;1146;1130;1130;1130;1130;1144;1130;1129;1130;1130;1149;1130;1130;1130;1130;1143;1129;1130;1130;1130;1142;1130;1130;1130;1130;1131;1129;1131;1156;1132;1131;1130;1130;1130;1130;1130;1130;1130;1129;1130;1129;1130;1132;1129;1130;1130;1130;1131;1129;1130;1130;1130;1130;1129;1130;1130;1129;1130;1130;1129;1130;1130;1129;1130;1130;1130;1130;1130;1129;1130;1130;1129;1129;1129;1129;1131;1130;1131;1129;1130;1130;1130;1129;1129;1130;1131;1129;1130;1144;1130;1130;1129;1130;1143;1130;1132;1130;1131;1143;1130;1130;1130;1130;1142;1129;1130;1129;1130;1144;1130;1131;1129;1130;1142;1129;1131;1130;1130;1143;1129;1130;1129;1130;1144;1129;1130;1130;1130;1179;1132;1132;1130;1130;1143;1129;1132;1129;1130;1144;1129;1131;1129;1130;1145;1130;1130;1129;1130;1144;1130;1130;1130;1130;1144;1129;1130;1129;1130;1143;1130;1131;1130;1130;1143;1130;1130;1129;1129;1131;1129;1130;1129;1129;1131;1130;1129;1129;1130;1130;1130;1130;1130;1130;1130;1130;1130;1129;1130;1130;1130;1129;1130;1129;1130;1129;1130;1130;1130;1130;1129;1130;1130;1129;1131;1129;1130;1129;1130;1129;1129;1129;1129;1133;1130;1129;1130;1130;1130;1130;1129;1130;1129;1129;1130;1130;1131;1130;1130;1157;1132;1131;1144;1130;1130;1130;1129;1143;1130;1131;1129;1130;1142;1129;1131;1130;1129;1143;1130;1130;1130;1129;1143;1130;1130;1129;1130;1143;1129;1130;1129;1130;1143;1130;1130;1129;1130;1142;1129;1132;1129;1130;1143;1130;1131;1129;1131;1142;1130;1130;1130;1129;1143;1129;1130;1130;1130;1142;1130;1130;1130;1129;1142;1129;1130;1129;1129;1142;1130;1129;1130;1130;1142;1129;1130;1129;1131;1143;1129;1131;1129;1130;1143;1129;1130;1130;1130;1143;1130;1129;1130;1129;1142;1130;1130;1129;1130;1142;1130;1156;1132;1132;1131;1130;1129;1130;1130;1130;1130;1130;1130;1129;1130;1129;1131;1129;1130;1131;1129;1130;1130;1130;1131;1130;1130;1130;1129;1131;1129;1130;1129;1129;1130;1129;1129;1129;1130;1130;1130;1130;1130;1129;1130;1129;1130;1129;1130;1131;1130;1131;1130;1130;1131;1129;1133;1130;1130;1131;1130;1131;1130;1130;1130;1130;1130;1129;1129;1130;1131;1130;1130;1129;1130;1129;1129;1129;1130;1130;1130;1131;1130;1129;1131;1130;1131;1129;1130;1130;1130;1130;1130;1130;1129;1130;1130;1130;1131;1130;1129;1155;1151;1130;1130;1130;1130;1143;1130;1130;1130;1129;1142;1130;1132;1130;1130;1143;1131;1130;1129;1130;1142;1130;1130;1130;1129;1143;1129;1130;1130;1130;1143;1129;1131;1130;1130;1143;1129;1130;1129;1130;1143;1130;1130;1130;1129;1143;1130;1130;1130;1130;1143;1130;1130;1129;1129;1143;1131;1130;1129;1129;1145;1129;1130;1129;1129;1145;1130;1130;1129;1130;1143;1130;1130;1131;1130;1144;1130;1130;1130;1129;1143;1130;1130;1130;1130;1143;1130;1130;1130;1130;1143;1129;1130;1130;1129;1143;1128;1130;1129;1177;1135;1130;1131;1129;1130;1130;1130;1133;1130;1129;1131;1129;1130;1129;1130;1130;1129;1129;1130;1130;1131;1129;1131;1130;1130;1130;1129;1131;1130;1129;1130;1129;1131;1129;1130;1130;1130;1130;1129;1130;1130;1129;1130;1129;1130;1131;1130;1130;1129;1129;1131;1129;1130;1130;1130;1130;1130;1130;1146;1130;1130;1130;1129;1145;1129;1132;1130;1129;1142;1129;1130;1129;1129;1142;1129;1130;1129;1129;1143;1129;1130;1130;1130;1142;1129;1132;1130;1132;1143;1130;1130;1130;1131;1145;1129;1130;1130;1130;1145;1156;1133;
Darwin;macOS-11.1-x86_64-i386-64bit;2468;84;72;72;70;71;71;96;53;49;75;52;80;50;60;50;79;51;50;49;49;49;50;49;49;49;50;49;49;49;49;49;50;49;49;49;72;93;43;43;43;57;75;79;45;43;58;43;47;48;59;51;42;42;42;41;42;48;42;43;53;44;43;43;43;41;42;42;42;32;32;32;32;32;32;32;33;32;32;32;32;32;32;32;32;32;31;32;32;33;32;32;32;91;35;32;33;34;33;139;41;40;34;32;32;32;33;32;32;32;32;32;32;32;31;32;32;32;32;32;32;32;31;32;32;32;32;36;30;26;27;26;27;27;27;26;26;26;26;27;26;27;26;26;42;28;27;26;27;26;27;26;27;27;27;27;26;27;27;26;27;27;27;27;27;26;27;26;26;27;27;26;27;27;26;27;26;26;26;26;27;27;27;26;27;26;26;27;26;26;26;27;27;27;26;27;27;27;27;37;27;27;27;27;27;27;27;27;26;26;27;27;26;27;27;27;27;27;27;27;44;24;23;24;24;23;24;23;24;24;23;24;24;24;23;24;23;24;30;25;24;24;24;24;24;23;24;24;24;24;24;23;24;24;24;24;23;24;24;23;23;23;24;23;24;23;24;23;24;24;24;24;23;24;23;24;24;24;23;24;24;23;24;24;23;24;24;24;24;24;23;24;24;23;24;24;24;24;24;33;25;24;24;24;24;24;23;24;24;24;23;23;24;24;24;24;24;23;24;24;24;30;25;24;23;23;23;24;24;24;23;24;24;25;24;24;24;23;23;24;38;25;24;24;23;24;23;24;24;24;23;24;24;24;23;23;24;24;24;23;23;23;24;23;23;24;24;23;37;22;23;22;22;22;22;23;22;22;23;23;22;22;23;22;23;22;22;22;23;22;22;22;22;22;23;23;23;22;22;31;23;22;23;22;23;23;22;23;22;22;22;23;22;22;22;23;22;22;23;22;22;23;23;22;22;22;22;22;22;22;22;22;22;22;23;22;22;22;22;22;23;23;23;22;22;22;22;22;23;22;22;23;23;23;23;22;22;22;22;23;22;22;23;23;22;22;23;23;23;23;22;22;23;22;23;22;23;23;22;22;22;22;23;22;23;22;23;22;22;22;23;22;22;22;22;22;22;22;22;30;23;22;22;23;22;23;22;23;23;22;23;22;23;22;22;23;22;23;22;22;22;22;23;22;22;22;22;22;22;22;22;23;22;22;22;23;22;22;23;22;22;22;23;22;22;22;22;22;23;22;22;23;22;22;22;22;22;22;36;22;22;22;22;22;21;21;22;22;21;21;22;21;22;22;22;22;22;21;21;22;22;34;23;22;22;22;23;22;22;39;22;22;22;21;22;22;22;22;22;30;23;22;22;21;22;22;21;22;21;22;22;21;21;21;21;22;22;22;22;22;22;22;22;22;22;22;22;21;21;22;22;22;22;22;22;22;22;22;22;22;22;21;22;22;22;22;21;21;22;22;22;22;22;22;22;22;22;21;21;22;22;22;22;22;22;22;22;22;21;22;21;21;21;21;21;21;21;21;49;24;22;21;22;22;21;21;21;21;21;21;21;21;22;22;22;21;21;21;21;29;22;22;21;22;22;21;21;21;21;21;21;22;21;22;22;21;22;21;21;40;58;22;21;21;21;21;21;21;21;21;22;22;22;21;21;21;21;22;21;21;21;21;21;21;21;21;21;21;21;21;22;21;21;21;21;21;21;21;22;22;22;22;21;21;21;21;21;21;21;21;21;21;21;41;64;21;21;21;21;22;21;22;22;22;21;22;22;21;21;21;21;22;22;22;22;22;21;21;22;29;23;22;25;22;22;22;22;22;21;22;22;22;22;22;22;22;21;22;21;22;21;22;22;21;22;22;22;22;22;22;22;21;22;22;22;21;21;22;22;22;22;21;22;22;22;22;22;47;40;22;22;22;42;21;22;22;22;22;22;21;22;21;22;22;22;22;22;21;22;22;21;22;21;22;21;22;22;22;21;22;21;22;22;21;22;22;22;22;21;22;21;21;21;21;21;21;21;21;21;28;22;21;21;21;22;41;21;21;21;21;21;21;22;22;21;21;21;21;21;21;21;22;21;21;21;22;21;21;22;22;22;22;22;22;21;22;21;21;22;21;21;21;21;21;21;21;21;21;21;21;21;21;21;22;21;21;21;21;24;21;21;21;21;41;22;22;21;21;21;22;22;22;58;21;21;21;21;22;21;21;22;21;21;21;21;21;21;21;22;21;21;21;21;21;21;21;21;21;21;28;21;
